Date,LoginID,Age,Gender,Race,NotHispanic,Hispanic,IAS_PA,IAS_BC,IAS_DE,IAS_FG,IAS_HI,IAS_JK,IAS_LM,IAS_NO,IAS_ZPA,IAS_ZBC,IAS_ZDE,IAS_ZFG,IAS_ZHI,IAS_ZJK,IAS_ZLM,IAS_ZNO,IAS_DOM,IAS_LOV,IAS_DISP,IAS_OCT,IAS_AMP,IAS_DISPDEG,IAS_ELEV,IAS_PEAK,IAS_SSZ,IAS_R2,CSIV_PA,CSIV_BC,CSIV_DE,CSIV_FG,CSIV_HI,CSIV_JK,CSIV_LM,CSIV_NO,CSIV_ZPA,CSIV_ZBC,CSIV_ZDE,CSIV_ZFG,CSIV_ZHI,CSIV_ZJK,CSIV_ZLM,CSIV_ZNO,CSIV_DOM,CSIV_LOV,CSIV_DISP,CSIV_OCT,CSIV_AMP,CSIV_DISPDEG,CSIV_ELEV,CSIV_PEAK,CSIV_SSZ,CSIV_R2,IIPSC_PA,IIPSC_BC,IIPSC_DE,IIPSC_FG,IIPSC_HI,IIPSC_JK,IIPSC_LM,IIPSC_NO,IIPSC_ZPA,IIPSC_ZBC,IIPSC_ZDE,IIPSC_ZFG,IIPSC_ZHI,IIPSC_ZJK,IIPSC_ZLM,IIPSC_ZNO,IIPSC_DOM,IIPSC_LOV,IIPSC_DISP,IIPSC_OCT,IIPSC_AMP,IIPSC_DISPDEG,IIPSC_ELEV,IIPSC_PEAK,IIPSC_SSZ,IIPSC_R2,CSIE_PA,CSIE_BC,CSIE_DE,CSIE_FG,CSIE_HI,CSIE_JK,CSIE_LM,CSIE_NO,CSIE_ZPA,CSIE_ZBC,CSIE_ZDE,CSIE_ZFG,CSIE_ZHI,CSIE_ZJK,CSIE_ZLM,CSIE_ZNO,CSIE_DOM,CSIE_LOV,CSIE_DISP,CSIE_OCT,CSIE_AMP,CSIE_DISPDEG,CSIE_ELEV,CSIE_PEAK,CSIE_SSZ,BORPD,PosAff,NegAff,splitting,SCCtot
11/6/09 14:42,848387,20,1,5,1,0,3.75,2.75,2.75,2.75,3.375,4.875,5.125,5.375,-1.34229576,-1.090990991,0.190260476,-0.512437811,-0.54588015,0.556892779,-1.107142857,-0.313432836,-0.45519323,0.002086752,4.716787963,5,0.455198013,270.2600138,-0.520628394,-0.065430381,3.054499567,0.271344259,2.875,2.75,2.875,2.875,2.75,2.875,2.75,2.75,0.547619048,1.929577465,2.535714286,1.557692308,1.306666667,0.28028169,-0.115942029,-0.315789474,-0.229554921,-1.288207095,3.317846186,3,1.308500279,190.1041902,0.965727495,2.274227774,7.317472471,0.935936821,7,7,8,8,8,8,8,8,1.5,1.387681159,1.286549708,1.005277045,0.633879781,0.721407625,0.648484848,1.21875,0.372025247,-0.239548717,2.142781865,2,0.442477539,122.7759783,1.050253771,1.492731309,0.845303922,0.926466172,6,6,6,6,6.25,6,6,6,-0.204188482,0.142076503,0.305699482,-0.11299435,-0.183006536,-1.156862745,-0.770700637,-0.228070175,0.204840271,-0.520087705,2.766300358,3,0.558972949,158.50201,-0.276005868,0.282967081,1.576482933,0,47,44,45,33
11/6/09 15:00,848427,18,1,5,1,0,4,4.375,1.875,3.375,4.75,4.625,6.5,5,-1.083764219,0.372972973,-0.800679502,0.109452736,0.741573034,0.283369803,0.646683673,-0.743972445,-0.591339854,0.195160533,5.030979264,5,0.622712178,288.2623803,-0.059295493,0.563416684,3.540517426,0.438094673,3.25,1.875,1.75,2.25,2.625,3.5,3.625,4,1.142857143,0.697183099,0.928571429,0.756410256,1.14,1.16056338,1.152173913,1.877192982,0.11740322,0.337089555,0.335146121,7,0.356949414,19.2030246,1.106869025,1.463818439,0.923181362,0.552060036,6,4,5,9,14,11,10,8,1.121212121,0.300724638,0.409356725,1.269129288,2.273224044,1.601173021,1.254545455,1.21875,-0.526761771,0.432246895,5.399364311,6,0.681406884,309.3699112,1.181014411,1.862421296,2.757992142,0.673410681,5.25,4,5.75,8.75,10.25,8,7.25,5,-0.596858639,-0.950819672,0.176165803,1.440677966,2.431372549,0.150326797,0.025477707,-0.812865497,-1.35251526,-0.24222249,4.535084588,5,1.374033938,259.8488702,0.232934627,1.606968565,9.528387401,2,48,47,66,24
11/6/09 15:16,848478,18,1,5,1,0,6.375,1.25,1,1.25,2,5.875,6.875,7.875,1.372285419,-2.442342342,-1.791619479,-2.004975124,-1.833333333,1.650984683,1.125,2.556831228,0.884208409,2.258949694,0.373091974,7,2.425835574,21.37722597,-0.170896119,2.254939455,28.73425759,0.819186396,3.375,2.375,1.375,1.875,2.375,4.125,3.875,3.125,1.341269841,1.401408451,0.392857143,0.275641026,0.806666667,2.04084507,1.514492754,0.342105263,0.031948196,0.405706305,0.078584932,7,0.406962275,4.502717734,1.014410777,1.421373051,2.987515374,0.221747201,13,6,4,6,11,16,20,9,3.772727273,1.025362319,0.116959064,0.477572559,1.453551913,3.06744868,4.284848485,1.53125,0.405092563,1.589148607,0.249596065,7,1.639967463,14.30122287,1.966215037,3.6061825,16.82528904,0.639393065,8.75,5.75,2.75,2,5,9.25,10.75,6.5,1.235602094,0.005464481,-1.378238342,-2.372881356,-1,0.967320261,2.25477707,0.064327485,0.820775692,1.511587823,0.497444622,8,1.720049559,28.50231799,-0.027953538,1.69209602,16.0744642,3,51,47,65,19
11/6/09 15:38,848524,18,2,4,1,0,6.75,3.75,2.625,1.625,1.375,3.5,5.5,6.75,1.76008273,-0.19009009,0.048697622,-1.631840796,-2.418539326,-0.947483589,-0.628826531,1.2652124,1.690578967,0.208803813,1.447908441,1,1.703424867,82.96148955,-0.342848447,1.360576419,13.60218368,0.853291308,4.5,2.625,2.25,3.25,3,4.25,4.375,5,3.126984127,1.753521127,1.642857143,2.038461538,1.64,2.216901408,2.239130435,3.631578947,0.572274372,0.514096663,0.838899396,8,0.769281051,48.06681243,2.286179341,3.055460392,3.700565895,0.639678744,7,8,5,4,4,6,7,9,1.5,1.75,0.409356725,-0.050131926,-0.459016393,0.134897361,0.345454545,1.53125,1.054732745,-0.021935681,1.591498059,1,1.054960823,91.18881125,0.645226289,1.700187112,4.845009179,0.918836103,11,11,11,11,11,11,11,11,2.413612565,2.87431694,2.896373057,2.711864407,2.921568627,2.111111111,2.414012739,2.695906433,0.005647479,-0.258891655,3.119689397,3,0.258953244,178.7503076,2.629845735,2.888798979,0.589422584,3,67,64,33,40
11/6/09 15:47,848550,18,1,5,1,0,4.142857143,2.75,1.375,2.142857143,3.75,5.75,6.625,6.625,-0.93603191,-1.090990991,-1.366930917,-1.116560057,-0.194756554,1.514223195,0.806122449,1.121699196,-0.250178123,1.399347272,6.106087074,7,1.421535044,349.863337,-0.157903199,1.263631845,9.2210007,0.876591141,3.625,2.375,2.125,2.625,2.5,3.75,4.25,4.625,1.738095238,1.401408451,1.464285714,1.237179487,0.973333333,1.512676056,2.057971014,2.973684211,0.479670065,0.476400913,0.78881751,8,0.676048224,45.19724713,1.669829188,2.345877412,2.666639409,0.68556881,6,9,6,5,10,12,10,8,1.121212121,2.112318841,0.701754386,0.213720317,1.180327869,1.894428152,1.254545455,1.21875,0.201372239,0.277324585,0.628045023,8,0.342723947,35.98539048,1.212132143,1.554856089,2.544296212,0.184663567,6.5,4.25,4.25,7.75,7.25,9.333333333,8.75,7,0.057591623,-0.81420765,-0.601036269,0.875706215,0.470588235,1.021786492,0.98089172,0.356725146,-0.521257253,0.629251818,5.591194364,6,0.817108912,320.3612878,0.293505689,1.110614601,3.460094468,2,57,53,51,46
11/6/09 16:05,848590,19,2,5,1,0,5,5.125,4.25,2.625,3.25,4.125,5.375,5.875,-0.049638056,1.048648649,1.889014723,-0.63681592,-0.662921348,-0.263676149,-0.788265306,0.260619977,0.543896026,-0.74265162,2.509377671,2,0.920518504,143.7809902,0.099620821,1.020139325,6.19491939,0.54712855,3.125,3.125,3.125,2.5,2.5,2.857142857,3.25,3.75,0.944444444,2.457746479,2.892857143,1.076923077,0.973333333,0.255130785,0.608695652,1.438596491,0.447939095,-0.897807627,2.678712383,2,1.003348378,153.4834407,1.330965926,2.334314304,5.741656222,0.70133629,11,8,10,7,8,8,9,8,3.015151515,1.75,1.871345029,0.741424802,0.633879781,0.721407625,0.951515152,1.21875,0.861488865,-0.327393943,1.933879261,1,0.921601789,110.8063877,1.362934238,2.284536027,4.657528902,0.729442479,6.75,8.5,6.25,6,7.25,7.75,7.25,7.5,0.188481675,1.508196721,0.435233161,-0.11299435,0.470588235,-0.013071895,0.025477707,0.649122807,0.334774335,-0.237188247,2.18711284,2,0.410282976,125.3160309,0.393879258,0.804162233,1.914885057,2,54,50,54,34
11/6/09 16:51,848678,18,1,5,1,0,6.375,1.75,1,1.375,1.375,5.875,6.5,6.5,1.372285419,-1.991891892,-1.791619479,-1.880597015,-2.418539326,1.650984683,0.646683673,0.978185993,0.809117648,1.758744119,0.431183488,8,1.935937046,24.70572268,-0.429313493,1.506623553,21.07299597,0.71140378,3.875,3,2,2.875,2.285714286,3.5,3.75,3.875,2.134920635,2.281690141,1.285714286,1.557692308,0.687619048,1.16056338,1.333333333,1.657894737,0.578611328,-0.169309307,1.855369877,1,0.60287371,106.3079987,1.512428483,2.115302193,1.890063277,0.769194798,6,6,6,8,6,5,9,9,1.121212121,1.025362319,0.701754386,1.005277045,0.087431694,-0.158357771,0.951515152,1.53125,0.560633353,-0.053816615,1.666402981,1,0.563210426,95.48067374,0.783180618,1.346391044,2.187379747,0.580065687,7.5,6,5.75,2.75,4.75,7.25,7.5,8.5,0.581151832,0.142076503,0.176165803,-1.949152542,-1.163398693,-0.339869281,0.184713376,1.233918129,1.086678052,0.481586561,1.153634075,8,1.188610451,66.10031306,-0.141799359,1.046811092,7.052977369,5,54,52,61,42
11/6/09 17:40,848744,19,2,4,1,0,4.125,3.75,4,4,3.875,4.125,4,3.875,-0.954498449,-0.19009009,1.605889015,0.731343284,-0.077715356,-0.263676149,-2.542091837,-2.035591274,-0.69524512,-1.539057232,3.565795332,4,1.688805181,204.3110488,-0.465803857,1.223001324,13.00658572,0.877113487,3,3,3,3,3,3,3,3,0.746031746,2.281690141,2.714285714,1.717948718,1.64,0.456338028,0.246376812,0.122807018,-0.182629715,-1.224114877,3.289600887,3,1.237663462,188.4858061,1.240684772,2.478348234,6.740605865,0.909004844,12,12,12,12,12,12,12,12,3.393939394,3.199275362,2.456140351,2.060686016,1.726775956,1.894428152,1.860606061,2.46875,0.719547913,-0.307390008,1.974435252,2,0.782456271,113.1301434,2.382575162,3.165031432,2.747119233,0.891461584,6,6,6,6,6,6,6,6,-0.204188482,0.142076503,0.305699482,-0.11299435,-0.346405229,-1.156862745,-0.770700637,-0.228070175,0.245689944,-0.520087705,2.700174361,2,0.575199765,154.7131577,-0.296430704,0.278769061,1.569452736,3,50,48,56,42
11/6/09 17:44,848748,18,2,5,1,0,6.125,4.375,2.875,2.375,2.625,4.5,5.5,6.5,1.113753878,0.372972973,0.33182333,-0.885572139,-1.248127341,0.146608315,-0.628826531,0.978185993,0.959899508,0.049246832,1.519537115,1,0.961161961,87.06563131,0.02260231,0.983764271,5.20140086,0.710448851,3.625,3.125,2.625,2.375,3,3.25,3.75,3.625,1.738095238,2.457746479,2.178571429,0.916666667,1.64,0.808450704,1.333333333,1.219298246,0.370990915,-0.450342419,2.452415943,2,0.583474552,140.5172274,1.536520262,2.119994814,2.368446467,0.574963475,6,4,4,4,5,4,4,5,1.121212121,0.300724638,0.116959064,-0.050131926,-0.18579235,-0.451612903,-0.563636364,0.28125,0.518298534,-0.244552762,2.011568655,2,0.573096347,115.2577934,0.071121535,0.644217882,1.958538904,0.670784578,10,10,9.5,9,9,10,10,10.33333333,1.890052356,2.327868852,2.119170984,1.581920904,1.614379085,1.45751634,1.777070064,2.306042885,0.35193754,-0.11148115,1.877468469,1,0.369172154,107.5741921,1.884252684,2.253424837,0.787750809,0,58,54,39,16
11/6/09 17:53,848767,18,2,1,1,0,4.875,3,2.875,3.5,3.875,4.875,6,5,-0.178903826,-0.865765766,0.33182333,0.233830846,-0.077715356,0.556892779,0.008928571,-0.743972445,-0.449578747,-0.002095523,4.707635278,5,0.449583631,269.7355881,-0.091860233,0.357723397,1.74857807,0.462376704,3,1.875,2.625,3.125,3.75,4.125,3.125,3.5,0.746031746,0.697183099,2.178571429,1.878205128,2.64,2.04084507,0.427536232,1,-0.867873474,-0.355140209,4.32387786,5,0.937725405,247.7472592,1.451046588,2.388771993,4.78960184,0.734364955,6,8,7,9,10,10,11,8,1.121212121,1.75,0.994152047,1.269129288,1.180327869,1.307917889,1.557575758,1.21875,0.054454537,0.053813375,0.791320087,8,0.076558318,45.34063843,1.299883121,1.376441439,0.416291913,0.056317942,6,7,8,7.25,7.5,8.75,8,5.5,-0.204188482,0.68852459,1.341968912,0.593220339,0.633986928,0.640522876,0.503184713,-0.520467836,-0.398703199,-0.415896005,3.90579545,4,0.5761369,223.7921951,0.459594005,1.035730906,2.315027386,5,69,69,68,38
11/6/09 18:05,848779,19,2,5,1,0,5.5,2.875,1.125,1.875,2.25,6.125,6.75,6.625,0.467425026,-0.978378378,-1.650056625,-1.383084577,-1.599250936,1.924507659,0.965561224,1.121699196,0.446304415,1.609710101,0.270463902,7,1.670435345,15.49689715,-0.141447176,1.528988169,14.10311264,0.791415147,3.625,2.125,2,2.125,2.5,3.625,3.625,4,1.738095238,1.049295775,1.285714286,0.596153846,0.973333333,1.336619718,1.152173913,1.877192982,0.367574923,0.244999354,0.982889022,8,0.441742014,56.31705365,1.251072386,1.692814401,1.194288651,0.653563967,8,7,4,4,5,8,9,12,1.878787879,1.387681159,0.116959064,-0.050131926,-0.18579235,0.721407625,0.951515152,2.46875,1.079121285,0.536087555,1.109726783,8,1.204945067,63.58453637,0.911147075,2.116092142,6.385238987,0.909530633,9.75,8.25,7.5,8,8,10.25,10,9.75,1.759162304,1.371584699,1.082901554,1.016949153,0.960784314,1.620915033,1.777070064,1.964912281,0.323601819,0.386061717,0.697610978,8,0.503747741,39.97134361,1.444284925,1.948032666,1.064416717,1,57,58,62,39
11/6/09 21:49,848982,20,2,5,1,0,4.75,2.375,2.375,3.714285714,3.5,5.5,6,4.5,-0.308169597,-1.428828829,-0.234428086,0.447050462,-0.428838951,1.240700219,0.008928571,-1.318025258,-0.753649054,0.22070129,4.997082086,5,0.785299915,286.3201577,-0.252701434,0.532598481,5.340977029,0.461860033,2.75,2.125,1.75,3.125,3.125,3.625,3.375,3.625,0.349206349,1.049295775,0.928571429,1.878205128,1.806666667,1.336619718,0.789855072,1.219298246,-0.532321051,-0.100635061,4.525451864,5,0.54175005,259.2969395,1.169714798,1.711464848,1.828160393,0.642160541,4,6,6,11,6,7,6,5,0.363636364,1.025362319,0.701754386,1.796833773,0.087431694,0.428152493,0.042424242,0.28125,-0.093271428,-0.538268805,3.313076668,3,0.546290093,189.8309089,0.590855659,1.137145751,2.383647077,0.500800422,9.5,6.25,6.5,9.5,5.25,8.5,7.5,7.25,1.628272251,0.278688525,0.564766839,1.86440678,-0.836601307,0.477124183,0.184713376,0.502923977,0.339332863,-0.301454234,2.297057887,2,0.453895855,131.6156039,0.583036828,1.036932683,5.01905729,4,56,55,64,34
11/7/09 2:06,849099,18,2,2,1,0,3,1.75,1.75,5.25,4.75,3.375,4.75,3,-2.117890383,-1.991891892,-0.942242356,1.975124378,0.741573034,-1.084245077,-1.585459184,-3.040183697,-1.761748131,-0.886833335,4.24594631,4,1.972366558,243.2819786,-1.005651897,0.966714661,18.63325973,0.83511525,1.5,1,1.375,1.875,1.375,1.625,1,1.5,-1.634920635,-0.535211268,0.392857143,0.275641026,-0.526666667,-1.48028169,-2.652173913,-2.50877193,-0.603546792,-1.423241064,3.542578469,4,1.545924919,202.9807813,-1.083690992,0.462233927,9.59121669,0.996696845,4,4,4,4,3,4,4,4,0.363636364,0.300724638,0.116959064,-0.050131926,-0.732240437,-0.451612903,-0.563636364,-0.03125,0.410282241,-0.299787137,2.201728242,2,0.508137624,126.1534565,-0.130943946,0.377193678,1.160481595,0.88998859,3.25,4.25,3.5,3.75,4.25,4.25,4,3.5,-1.643979058,-0.81420765,-0.989637306,-1.384180791,-1.490196078,-2.300653595,-2.044585987,-1.69005848,0.171105121,-0.581874615,2.855503085,3,0.606510536,163.6131006,-1.544687368,-0.938176832,1.722788017,5,35,37,70,36
11/7/09 10:51,849222,18,1,5,1,0,3.625,3.125,2.75,2.75,3.125,2.875,5.75,6,-1.471561531,-0.753153153,0.190260476,-0.512437811,-0.779962547,-1.631291028,-0.30994898,0.40413318,0.144315046,-0.118259311,2.2571938,2,0.186580002,129.3314926,-0.607995174,-0.421415172,3.603103505,0.038646791,3.75,2.375,2,3.5,3.125,3.875,3.875,3.714285714,1.936507937,1.401408451,1.285714286,2.358974359,1.806666667,1.688732394,1.514492754,1.37593985,-0.193028308,-0.066294008,4.381475819,5,0.204095133,251.0474765,1.671054587,1.87514972,0.895202737,0.186124646,4,4,4,4,6,5,7,6,0.363636364,0.300724638,0.116959064,-0.050131926,0.087431694,-0.158357771,0.345454545,0.59375,0.264000114,0.089787185,1.242965651,1,0.278850854,71.21878631,0.199933326,0.47878418,0.423672057,0.734131952,7.5,5.5,5.75,5.5,6.5,7.5,7.25,7.5,0.581151832,-0.131147541,0.176165803,-0.395480226,-0.019607843,-0.176470588,0.025477707,0.649122807,0.343651798,0.139700173,1.184684813,1,0.370961854,67.87944178,0.088651494,0.459613348,0.933039298,1,73,73,55,30
11/7/09 12:45,849293,20,1,4,1,0,6.875,1.625,1.875,1.125,1.5,4.5,7.875,7.75,1.889348501,-2.104504505,-0.800679502,-2.129353234,-2.301498127,0.146608315,2.400510204,2.413318025,1.452744611,2.001098762,0.627945976,8,2.472824936,35.97971533,-0.06078129,2.412043645,30.04919566,0.813980278,4,3.125,2.375,2.375,2.25,3.25,4.125,4.75,2.333333333,2.457746479,1.821428571,0.916666667,0.64,0.808450704,1.876811594,3.192982456,1.120129386,0.125141808,1.459536842,1,1.127098183,83.62776748,1.755927476,2.883025658,5.757342887,0.882594863,7,7,8,5,5,7,12,5,1.5,1.387681159,1.286549708,0.213720317,-0.18579235,0.428152493,1.860606061,0.28125,0.602980651,-0.014146732,1.594160707,1,0.603146579,91.34137425,0.846520923,1.449667502,3.902553964,0.372869458,11,9.25,5,6,6.75,9.75,9,10,2.413612565,1.918032787,-0.212435233,-0.11299435,0.14379085,1.294117647,1.140127389,2.111111111,1.072979086,0.622174438,1.045319541,8,1.240316552,59.89416438,1.086920346,2.327236898,7.563202015,1,54,51, ,22
11/7/09 21:26,849695,18,2,5,1,0,4.625,4.125,2.125,2.375,3.375,4.5,5.625,6,-0.437435367,0.147747748,-0.517553794,-0.885572139,-0.54588015,0.146608315,-0.469387755,0.40413318,0.255268006,0.23979553,0.816641508,8,0.350233709,46.79149178,-0.269667495,0.080566214,1.386642205,0.353843697,3.375,2.25,1.25,2.875,2.125,3.125,3.375,3.375,1.341269841,1.225352113,0.214285714,1.557692308,0.473333333,0.632394366,0.789855072,0.780701754,0.184318304,-0.099273484,2.064750884,2,0.209352482,118.3050005,0.876860563,1.086213045,1.479074051,0.118529459,5,5,5,5,7,6,6,4,0.742424242,0.663043478,0.409356725,0.213720317,0.360655738,0.134897361,0.042424242,-0.03125,0.145493449,-0.22838145,2.574272918,2,0.270788535,147.4993236,0.316909013,0.587697548,0.55166537,0.531673254,7.5,8,7.5,7.5,8.25,8.75,8.75,8.75,0.581151832,1.234972678,1.082901554,0.734463277,1.124183007,0.640522876,0.98089172,1.380116959,0.084360575,-0.01641377,1.762869618,1,0.08594253,101.0079679,0.969900488,1.055843018,0.590279772,2,45,42,42,22
11/8/09 12:42,850044,19,2,5,1,0,4.5,3.5,2.875,2.125,2.375,3.125,5.875,6.5,-0.566701138,-0.415315315,0.33182333,-1.134328358,-1.482209738,-1.357768053,-0.150510204,0.978185993,0.768842583,0.086225007,1.459113888,1,0.773662503,83.60353331,-0.474602935,0.299059568,5.108441917,0.468678066,3,2.125,1.75,2.375,2,3.5,3.25,3.875,0.746031746,1.049295775,0.928571429,0.916666667,0.306666667,1.16056338,0.608695652,1.657894737,0.221659252,0.071349038,1.259383392,1,0.23285942,72.1594813,0.921798256,1.154657676,1.122488619,0.193226046,8,7,4,6,5,4,6,4,1.878787879,1.387681159,0.116959064,0.477572559,-0.18579235,-0.451612903,0.042424242,-0.03125,0.751305895,-0.433663318,2.09419928,2,0.867481655,119.9923191,0.404346206,1.271827862,4.630540419,0.650053215,8.25,8.25,7,7,6.75,8.25,8.5,8,0.97382199,1.371584699,0.823834197,0.451977401,0.14379085,0.31372549,0.821656051,0.941520468,0.482171689,-0.101420652,1.778022793,1,0.492722728,101.8762065,0.730238893,1.222961621,1.12724843,2,54,51,44,24
11/8/09 14:36,850150,19,2,5,1,0,5.5,3.875,3.375,2.875,2.75,3.125,3.875,4.75,0.467425026,-0.077477477,0.898074745,-0.388059701,-1.131086142,-1.357768053,-2.701530612,-1.030998852,0.512279656,-1.239832193,2.749679452,3,1.341497042,157.5496741,-0.665177633,0.676319409,9.12604345,0.78878183,3.125,3.625,2.75,2.625,2.5,2.75,3,2.75,0.944444444,3.161971831,2.357142857,1.237179487,0.973333333,0.104225352,0.246376812,-0.315789474,0.259875787,-1.346093502,2.950787069,3,1.370949722,169.0726317,1.08861058,2.459560303,9.614857962,0.781916134,7,5,6,7,8,8,7,7,1.5,0.663043478,0.701754386,0.741424802,0.633879781,0.721407625,0.345454545,0.90625,0.235347046,-0.049626244,1.778523329,1,0.24052234,101.9048859,0.776651827,1.017174167,0.769152567,0.300855764,7.5,8.75,7,7,5.75,7.75,7.25,6.75,0.581151832,1.644808743,0.823834197,0.451977401,-0.509803922,-0.013071895,0.025477707,0.210526316,0.524155184,-0.536720503,2.367945573,2,0.750205009,135.6772889,0.401862547,1.152067557,2.939212909,2,54,51,62,39
11/8/09 16:29,850271,19,2,5,1,0,5.125,3.125,1.875,2.125,2.571428571,4.625,6.5,6.625,0.079627715,-0.753153153,-0.800679502,-1.134328358,-1.298287854,0.283369803,0.646683673,1.121699196,0.56002633,0.943799097,0.535533576,8,1.097445318,30.68471868,-0.23188356,0.865561758,5.513467509,0.873777689,2.875,2.142857143,2.375,2.375,2,3.125,3.625,2.875,0.547619048,1.07444668,1.821428571,0.916666667,0.306666667,0.632394366,1.152173913,-0.096491228,-0.041133145,-0.425613477,3.237845152,3,0.4275965,185.5203334,0.794363085,1.221959586,2.394882778,0.305382408,4,4,4,4,4,4,4,3,0.363636364,0.300724638,0.116959064,-0.050131926,-0.459016393,-0.451612903,-0.563636364,-0.34375,0.286741855,-0.355021512,2.462096916,2,0.456356402,141.0719226,-0.13585344,0.320502962,0.941710365,0.884608148,9.75,9.25,9,9.5,8.5,10,10,10,1.759162304,1.918032787,1.860103627,1.86440678,1.287581699,1.45751634,1.777070064,2.111111111,0.243426839,-0.058710041,1.807365471,1,0.250406659,103.5574677,1.754373089,2.004779748,0.483889093,1,55,51,43,22
11/8/09 16:41,850289,19,2,5,1,0,4.428571429,1.75,1.25,2.25,3,5.285714286,6.375,5.5,-0.640567292,-1.991891892,-1.508493771,-1.009950249,-0.897003745,1.006251954,0.487244898,-0.169919633,-0.3173374,1.177332003,6.019717489,7,1.219349692,344.9145784,-0.590541216,0.628808476,6.967040288,0.853627142,3.25,3,2.625,2.375,2.875,3.75,2.75,3.5,1.142857143,2.281690141,2.178571429,0.916666667,1.473333333,1.512676056,-0.115942029,1,0.068672619,-0.695336698,3.043057559,3,0.69871958,174.3594972,1.298731592,1.997451173,4.077396118,0.478941989,8,6,7,14,9,12,16,5,1.878787879,1.025362319,0.994152047,2.588390501,0.907103825,1.894428152,3.072727273,0.28125,-0.318473456,0.265464109,5.407070841,6,0.414604071,309.8114759,1.58027525,1.99487932,6.223606374,0.110480339,10,8,8.5,7.25,6.75,10.25,9.75,8,1.890052356,1.234972678,1.601036269,0.593220339,0.14379085,1.620915033,1.617834395,0.941520468,0.429883881,0.134527572,1.267511268,1,0.450441804,72.62518805,1.205417798,1.655859603,2.540316652,4,45,43,55,32
11/8/09 18:42,850430,18,2,4,1,0,5.375,2.875,1.5,1.375,1.875,5,7,7.375,0.338159255,-0.978378378,-1.225368063,-1.880597015,-1.950374532,0.693654267,1.284438776,1.982778416,0.959453284,1.605835087,0.538564011,8,1.870630089,30.8583549,-0.216960909,1.65366918,15.59948194,0.897275165,3.5,3.142857143,2.625,3.125,2.625,3.75,4.375,3.875,1.53968254,2.482897384,2.178571429,1.878205128,1.14,1.512676056,2.239130435,1.657894737,0.233029826,-0.196179629,2.270455886,2,0.304613438,130.0913765,1.828632214,2.133245652,1.40817245,0.263573816,5,4,4,3,6,6,7,4,0.742424242,0.300724638,0.116959064,-0.313984169,0.087431694,0.134897361,0.345454545,-0.03125,0.243031373,0.077787163,1.261029468,1,0.255176588,72.2537973,0.172832172,0.42800876,0.661083872,0.393989893,8.75,8.25,8,7.5,8,10,9,8.5,1.235602094,1.371584699,1.341968912,0.734463277,0.960784314,1.45751634,1.140127389,1.233918129,0.142104815,0.053445722,1.211061002,1,0.151823001,69.39073066,1.184495644,1.336318645,0.393939329,3,60,57,55,25
11/8/09 22:10,850687,19,2,5,1,0,5.5,3.875,2,3,2.625,4.75,7,6,0.467425026,-0.077477477,-0.659116648,-0.263681592,-1.248127341,0.420131291,1.284438776,0.40413318,0.458972003,0.691877467,0.585718074,8,0.830270876,33.56016342,0.040965652,0.871236528,4.262464931,0.646902428,2.75,1.5,1.875,2.25,2,2.75,2.875,3.5,0.349206349,0.169014085,1.107142857,0.756410256,0.306666667,0.104225352,0.065217391,1,0.0653721,-0.228744187,2.863133176,3,0.237902111,164.0502854,0.48223537,0.720137481,1.19718568,0.189101542,5,8,4,4,5,6,5,4,0.742424242,1.75,0.116959064,-0.050131926,-0.18579235,0.134897361,-0.260606061,-0.03125,0.52086092,-0.376523292,2.196625095,2,0.642702021,125.8610591,0.277062541,0.919764562,3.13738535,0.526637109,10.75,10,8.5,10.75,10,10.75,11,10.5,2.282722513,2.327868852,1.601036269,2.570621469,2.267973856,1.947712418,2.414012739,2.403508772,0.041502428,0.106103847,0.37285311,7,0.1139319,21.36353965,2.226932111,2.340864011,0.668995314,1,53,50,37,31
11/8/09 23:39,850820,19,2,5,1,0,5.75,5.125,4.75,5.125,4.75,3.5,4.375,4.875,0.725956567,1.048648649,2.455266138,1.850746269,0.741573034,-0.947483589,-2.06377551,-0.887485649,-0.135070235,-1.966559276,3.210075833,3,1.971192369,183.9292217,0.365430739,2.336623108,16.50640934,0.941597722,3.5,3,2.25,2.5,2.25,2.75,3,3,1.53968254,2.281690141,1.642857143,1.076923077,0.64,0.104225352,0.246376812,0.122807018,0.442065034,-0.904975683,2.687108549,2,1.007175497,153.9645197,0.95682026,1.963995757,4.607681066,0.880618661,12,12,7,8,10,14,8,7,3.393939394,3.199275362,0.994152047,1.005277045,1.180327869,2.480938416,0.648484848,0.90625,0.662865906,-0.230885885,1.90587625,1,0.701925567,109.2018861,1.726080623,2.42800619,8.708324119,0.226311972,7.25,6.25,8,5.75,4,8.25,4.25,7.5,0.45026178,0.278688525,1.341968912,-0.254237288,-1.653594771,0.31372549,-1.885350318,0.649122807,0.680091493,-0.640264329,2.325947017,2,0.934057199,133.2708779,-0.094926858,0.839130341,8.882536849,5,60,59,69,45
