sex,age,ethnicity,race,csie01,csie02,csie03,csie04,csie05,csie06,csie07,csie08,csie09,csie10,csie11,csie12,csie13,csie14,csie15,csie16,csie17,csie18,csie19,csie20,csie21,csie22,csie23,csie24,csie25,csie26,csie27,csie28,csie29,csie30,csie31,csie32,csiv01,csiv02,csiv03,csiv04,csiv05,csiv06,csiv07,csiv08,csiv09,csiv10,csiv11,csiv12,csiv13,csiv14,csiv15,csiv16,csiv17,csiv18,csiv19,csiv20,csiv21,csiv22,csiv23,csiv24,csiv25,csiv26,csiv27,csiv28,csiv29,csiv30,csiv31,csiv32,csiv33,csiv34,csiv35,csiv36,csiv37,csiv38,csiv39,csiv40,csiv41,csiv42,csiv43,csiv44,csiv45,csiv46,csiv47,csiv48,csiv49,csiv50,csiv51,csiv52,csiv53,csiv54,csiv55,csiv56,csiv57,csiv58,csiv59,csiv60,csiv61,csiv62,csiv63,csiv64,iipsc01,iipsc02,iipsc03,iipsc04,iipsc05,iipsc06,iipsc07,iipsc08,iipsc09,iipsc10,iipsc11,iipsc12,iipsc13,iipsc14,iipsc15,iipsc16,iipsc17,iipsc18,iipsc19,iipsc20,iipsc21,iipsc22,iipsc23,iipsc24,iipsc25,iipsc26,iipsc27,iipsc28,iipsc29,iipsc30,iipsc31,iipsc32,iipscpa,iipscbc,iipscde,iipscfg,iipschi,iipscjk,iipsclm,iipscno,ZPA1,ZBC1,ZDE1,ZFG1,ZHI1,ZJK1,ZLM1,ZNO1,DOM1,LOV1,DISP1,UOCT1,AMP1,DISPDEG1,ELEV1,PEAK1,SSZ,R2,CSIV_PA,CSIV_BC,CSIV_DE,CSIV_FG,CSIV_HI,CSIV_JK,CSIV_LM,CSIV_NO,CSIV_ZPA,CSIV_ZBC,CSIV_ZDE,CSIV_ZFG,CSIV_ZHI,CSIV_ZJK,CSIV_ZLM,CSIV_ZNO,CSIV_DOM,CSIV_LOV,CSIV_DISP,CSIV_OCT,CSIV_AMP,CSIV_DISPDEG,CSIV_ELEV,CSIV_PEAK,CSIV_SSZ,CSIV_R2,CSIE_PA,CSIE_BC,CSIE_DE,CSIE_FG,CSIE_HI,CSIE_JK,CSIE_LM,CSIE_NO,CSIE_ZPA,CSIE_ZBC,CSIE_ZDE,CSIE_ZFG,CSIE_ZHI,CSIE_ZJK,CSIE_ZLM,CSIE_ZNO,CSIE_DOM,CSIE_LOV,CSIE_DISP,CSIE_OCT,CSIE_AMP,CSIE_DISPDEG,CSIE_ELEV,CSIE_PEAK,CSIE_SSZ,CSIE_R2
2,39,2,1,9,6,9,10,3,8,6,8,8,0,8,9,2,7,6,2,9,8,11,9,2,8,7,9,7,0,9,3,8,10,3,6,1,0,5,0,1,1,0,1,1,1,2,0,1,5,0,1,3,0,3,0,0,2,0,3,3,0,3,1,0,3,0,1,2,1,1,0,2,1,0,3,2,1,3,0,0,3,0,1,0,1,2,0,1,3,0,3,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.15151515151515,-1.14855072463768,-1.05263157894737,-1.10554089709763,-1.55191256830601,-1.62463343108504,-1.77575757575758,-1.28125,.15341566882695,-.29647454536213,2.66397696682449,2,.333816601578325,152.639138637087,-1.33647399091831,-1.00265738933998,8.13196311098142,.440680340890961,1.5,.375,0,.5,.625,1.875,2.625,2.5,-1.63492063492063,-1.41549295774648,-1.57142857142857,-1.48717948717949,-1.52666666666667,-1.12816901408451,-.297101449275362,-.754385964912281,.0520073581389371,.499652630740731,.103713557533011,7,.502351984873878,5.94252438514784,-1.22691809327675,-.724566108402871,1.5758962078995,.640543496308276,7.75,5.5,3.5,3.75,6.25,9.25,8.25,8.25,.712041884816754,-.131147540983607,-.989637305699482,-1.38418079096045,-.183006535947713,.967320261437909,.662420382165605,1.08771929824561,.467546336095374,1.04675472273017,.420075197622157,8,1.14642706961853,24.0692457653949,.0926912066343286,1.23911827625285,5.9419424187091,.884757833947272
2,31,2,1,1,3,3,2,8,6,6,8,8,3,8,3,7,9,5,7,5,8,10,6,10,8,5,8,5,0,9,5,11,11,2,9,3,1,2,0,2,1,5,5,0,2,0,0,5,3,2,3,1,1,3,0,2,2,1,5,5,5,2,5,3,1,1,3,1,5,0,0,3,1,2,5,3,3,5,1,1,5,0,3,3,3,2,0,5,5,0,5,3,1,2,5,2,1,0,5,0,0,2,4,4,4,0,0,0,0,0,4,4,4,2,0,0,0,2,4,4,4,4,0,1,0,2,4,2,4,4,0,1,0,6,16,14,16,10,0,-.772727272727273,-1.14855072463768,.701754385964912,3.11609498680739,2.27322404371585,3.06744868035191,1.25454545454545,-1.28125,-2.29035645865474,.106008926372476,4.75845556662861,5,2.29280845256906,272.647462038246,.901317444252569,3.19412589682163,8.00402486146091,.81234429606449,2.375,1.375,1.375,2.625,2.875,4.25,2,2.375,-.246031746031746,-.00704225352112661,.392857142857143,1.23717948717949,1.47333333333333,2.2169014084507,-1.20289855072464,-.973684210526316,-1.21701957618405,-.396617229738225,4.39725764342848,5,1.28001635760658,251.951735100151,.361326826377105,1.64134318398369,10.1814632589692,.643696032315227,4,4.5,3.5,9,8,7.5,8.5,4.75,-1.25130890052356,-.677595628415301,-.989637305699482,1.5819209039548,.96078431372549,-.176470588235294,.821656050955414,-.95906432748538,-1.09299787677485,.0907481552150429,4.79504051359774,5,1.09675867277595,274.743686916312,-.0862144352154138,1.01054423756053,7.99647352900191,.601705030071871
2,64,2,1,8,3,9,8,6,9,3,7,8,6,10,8,5,6,2,10,8,3,10,7,8,8,7,9,6,1,6,2,10,8,7,9,3,1,2,0,1,3,1,0,2,1,3,1,3,5,0,2,3,0,3,0,1,3,0,3,3,1,3,2,1,3,1,3,1,2,1,0,3,1,0,2,3,1,3,0,1,2,0,2,0,2,3,1,2,5,0,3,3,1,3,1,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.15151515151515,-1.14855072463768,-1.05263157894737,-1.10554089709763,-1.55191256830601,-1.62463343108504,-1.77575757575758,-1.28125,.15341566882695,-.29647454536213,2.66397696682449,2,.333816601578325,152.639138637087,-1.33647399091831,-1.00265738933998,4.01920653892766,.508060687430492,2.25,.625,.25,1.125,1.75,2.25,2.625,3.125,-.444444444444444,-1.06338028169014,-1.21428571428571,-.685897435897436,-.0266666666666667,-.6,-.297101449275362,.342105263157894,-.0042239653621232,.494016545334909,6.274449957551,7,.49403460298649,359.510104204736,-.498708841137734,-.0046742381512439,1.84958590369541,.527837476400257,6.25,4.75,3.25,7.25,8.75,8.75,7.75,7.5,-.0732984293193716,-.540983606557377,-1.11917098445596,.593220338983051,1.45098039215686,.640522875816994,.343949044585987,.649122807017544,-.580864417914387,.58542009595806,5.50150796312618,6,.824693980062037,315.222483960755,.243042804778466,1.0677367848405,4.48520656242963,.606545229330212
1,33,2,1,9,9,9,8,10,2,7,9,5,5,9,10,3,8,10,7,9,9,11,11,7,5,11,8,10,11,11,11,7,10,11,8,2,1,2,1,0,1,1,1,2,0,2,2,2,2,0,1,3,1,2,2,0,3,0,3,0,0,2,1,0,3,0,1,3,0,1,1,1,2,0,2,2,0,2,1,0,3,1,1,1,0,3,2,0,1,0,2,3,0,2,1,2,3,0,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,-.0151515151515152,-.423913043478261,-.760233918128655,-1.10554089709763,-1.55191256830601,-1.62463343108504,-1.77575757575758,-1.28125,.566129766323656,-.498197148972606,2.29236146531482,2,.754124201681733,131.346510824978,-1.06729911862559,-.313174916943853,3.83274986305455,.249364151715938,2,1.375,.25,.25,.625,1.5,2,2.25,-.841269841269841,-.00704225352112661,-1.21428571428571,-1.80769230769231,-1.52666666666667,-1.65633802816901,-1.20289855072464,-1.19298245614035,.573210204999679,-.180792210459259,1.87623106498673,1,.60104555773961,107.503291961678,-1.18114697730871,-.580101419569098,2.23349919699321,.64697719697388,10,9.75,8.5,6.75,8,10,6.25,8.25,1.89005235602094,2.19125683060109,1.60103626943005,.310734463276836,.96078431372549,1.45751633986928,-.611464968152866,1.08771929824561,.500470755885718,-.545449438293668,2.39907928980615,2,.740260810276824,137.461172104124,1.11095436287706,1.85121517315388,5.76450373523122,.380248564248502
2,34,2,1,7,3,11,5,10,6,6,9,8,2,9,5,11,9,5,11,7,6,11,2,11,7,3,9,3,1,7,3,11,10,3,11,3,0,2,0,2,1,0,2,1,5,1,1,3,5,0,5,1,0,3,0,1,3,0,5,2,5,5,1,5,3,0,5,1,3,3,0,3,1,0,5,1,1,3,1,2,5,0,5,0,2,3,0,5,3,0,2,1,0,1,0,3,3,0,5,0,0,0,2,2,1,0,0,0,0,0,4,2,4,2,0,0,0,1,4,4,0,0,0,0,0,0,2,4,0,2,0,0,0,1,12,12,5,4,0,-1.15151515151515,-1.14855072463768,-.760233918128655,2.06068601583113,1.72677595628415,-.158357771260997,-.563636363636364,-1.28125,-1.48852566898421,-.368285004962592,4.46975117764078,5,1.53340878832267,256.105431155607,-.159510244632945,1.37389854368972,6.18028242363611,.674185065686521,1.25,.375,0,2,3,4.25,2.625,3,-2.03174603174603,-1.41549295774648,-1.57142857142857,.435897435897436,1.64,2.2169014084507,-.297101449275362,.122807017543859,-1.61826005719427,.907758231280542,5.22341267396286,6,1.85547584709906,299.288327650267,-.112520393538056,1.742955453561,16.3973225584842,.83984214054181,3.75,4.25,3,10.75,10,9.5,8,6.25,-1.38219895287958,-.814207650273224,-1.24870466321244,2.57062146892655,2.26797385620915,1.13071895424837,.503184713375796,-.0818713450292396,-1.72858514905192,.312379341972487,4.8909880086016,5,1.75658403465761,280.241235571634,.368189547670673,2.12477358232828,16.3383863102847,.755420373154402
2,42,2,1,6,1,8,2,6,5,2,8,7,6,8,5,8,7,1,10,2,3,8,1,9,5,2,7,1,1,7,1,10,7,2,9,2,0,2,0,2,1,1,1,2,3,2,2,2,3,0,3,2,0,2,0,2,1,0,3,3,3,3,1,3,3,0,3,2,3,2,0,2,1,1,3,2,2,3,2,2,3,0,3,2,3,3,1,5,3,0,3,2,1,3,1,3,3,0,3,0,0,1,1,2,2,1,0,0,0,0,4,2,4,4,0,0,0,0,1,2,2,1,0,0,0,0,1,1,0,0,0,0,0,1,7,7,8,6,0,-1.15151515151515,-1.14855072463768,-.760233918128655,.741424802110818,.360655737704918,.721407624633431,.0424242424242423,-1.28125,-1.06898510667531,.173557369759177,4.87315639462217,5,1.08298260322655,279.219529215977,-.30945467342601,.773527929800537,1.77761739919657,.409148135660811,2.125,.875,.25,1.875,2.625,2.75,2.5,2.25,-.642857142857143,-.711267605633803,-1.21428571428571,.275641025641026,1.14,.104225352112676,-.478260869565218,-1.19298245614035,-.85114495373048,.0680755431639297,4.79201491819445,5,.853862993599046,274.570327956391,-.339973426341066,.51388956725798,4.50738276297558,.647011403448344,2.25,1.75,2.75,8.25,8.5,7.75,6,4,-2.16753926701571,-2.18032786885246,-1.37823834196891,1.15819209039548,1.28758169934641,-.0130718954248363,-.770700636942675,-1.39766081871345,-1.70213206824077,.0829084701731271,4.76087380717975,5,1.70415004977849,272.786021102134,-.682720629897019,1.02142941988147,13.1696190102741,.882068764447757
2,27,2,1,8,2,9,8,6,10,8,11,10,3,10,11,5,9,6,6,10,6,11,9,8,9,8,10,9,3,9,2,7,9,5,8,3,0,2,0,1,2,1,2,1,1,2,2,5,5,0,1,3,0,3,1,1,3,0,5,2,2,2,2,2,3,0,3,1,2,2,0,5,2,0,10,1,2,2,0,2,2,0,3,0,5,3,1,3,3,0,5,1,0,3,2,3,3,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,1,-1.15151515151515,-1.14855072463768,-1.05263157894737,-1.10554089709763,-.73224043715847,-1.33137829912023,-1.47272727272727,-.96875,-.0480863998836886,-.113195433680801,3.5432085649635,4,.122985804302605,203.016884193357,-1.12041679515048,-.997430990847871,7.08284859624526,.719482046818641,1.5,1,.125,1.5,2.75,4.25,2.375,2.875,-1.63492063492063,-.535211267605634,-1.39285714285714,-.205128205128205,1.30666666666667,2.2169014084507,-.659420289855073,-.0964912280701757,-1.20461376196902,.691142276678318,5.23309499633505,6,1.38880234811771,299.843100219738,-.125057586664937,1.26374476145277,11.8826052928845,.64927578240514,7.5,6.75,3.5,6.5,8.75,9.75,9.25,9.25,.581151832460733,.551912568306011,-.989637305699482,.169491525423729,1.45098039215686,1.29411764705882,1.29936305732484,1.67251461988304,-.0824119421361287,.970778091501233,6.19831038861987,7,.974269896458587,355.147499586687,.75373679211432,1.72800668857291,5.37123518647073,.706877876832733
1,27,2,1,9,6,8,6,1,6,8,9,3,0,10,10,1,9,1,3,7,8,10,7,9,9,9,8,8,3,9,6,8,10,6,7,1,0,2,0,0,0,0,1,0,0,2,0,3,3,0,1,1,0,2,0,0,5,0,2,3,0,2,0,0,2,0,0,1,0,1,0,0,1,0,5,1,0,1,0,0,2,0,1,0,0,2,0,0,2,0,2,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,-1.15151515151515,-1.14855072463768,-1.05263157894737,-1.10554089709763,-1.27868852459016,-1.33137829912023,-1.16969696969697,-1.28125,.0330568719742349,-.092906607923225,2.79966081985676,3,.0986123449701954,160.41348004909,-1.18990651820065,-1.09129417323045,3.58684249286897,.352803327449291,.875,0,0,0,.375,1.625,1.625,2,-2.62698412698413,-1.94366197183099,-1.57142857142857,-2.12820512820513,-1.86,-1.48028169014085,-1.7463768115942,-1.63157894736842,-.185844884647516,.126664087057107,5.31044500205382,6,.224904673361091,304.275059802542,-1.87356465594404,-1.64865998258294,.958271838703606,.211138885884777,7.25,6,4.25,4.75,6.75,9.25,8.5,6.75,.450261780104712,.14207650273224,-.601036269430052,-.819209039548023,.143790849673202,.967320261437909,.821656050955414,.210526315789474,.112914991010027,.684931872839028,.163386236183855,7,.694176825906464,9.36161786187931,.16442330646436,.858600132370824,2.71481355357948,.710003035000637
1,27,2,1,9,8,10,6,8,9,8,10,9,5,11,6,6,9,7,10,7,7,11,6,10,8,5,5,3,2,5,5,8,10,3,7,1,0,1,0,1,0,0,1,0,2,2,1,3,5,1,2,3,0,5,0,0,2,0,3,2,0,2,1,1,3,0,2,1,0,2,0,2,1,0,3,0,0,2,2,1,3,0,1,0,0,3,0,0,2,0,3,2,0,3,1,2,5,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,3,3,2,2,-1.15151515151515,-1.14855072463768,-.760233918128655,-.841688654353562,-.73224043715847,-.744868035190616,-1.16969696969697,-.65625,-.143556994818267,.00220327563253267,4.72755020970501,5,.143573901475041,270.876663296801,-.900630486335138,-.757056584860097,2.16776979891571,.255202640940047,1.125,.625,.125,.25,1.25,2.125,2.5,2.625,-2.23015873015873,-1.06338028169014,-1.39285714285714,-1.80769230769231,-.693333333333333,-.776056338028169,-.478260869565218,-.535087719298246,-.209319034766403,.505536382762927,5.89043767259111,6,.547157648774614,337.507172072704,-1.12210334032791,-.574945691553297,2.83728771149414,.42206716139465,5.75,5.75,5.5,8,8,9.25,9,7,-.335078534031413,.00546448087431682,.0466321243523315,1.01694915254237,.96078431372549,.967320261437909,1.14012738853503,.356725146198831,-.611884874115242,.326913455969734,5.20289214678918,6,.693740230104252,298.112553373246,.519865541704359,1.21360577180861,2.27254444449315,.847113037602114
2,49,2,1,9,8,10,8,8,6,7,8,7,6,9,7,6,8,7,8,8,8,9,8,8,8,8,9,8,5,8,8,8,8,7,8,2,0,2,0,1,1,1,1,1,2,3,1,2,1,1,1,2,1,2,1,1,2,1,3,2,1,2,1,1,2,0,1,1,2,1,2,2,2,1,2,1,1,2,0,2,2,1,2,2,1,2,1,2,2,1,2,1,1,1,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.15151515151515,-1.14855072463768,-1.05263157894737,-1.10554089709763,-1.55191256830601,-1.62463343108504,-1.77575757575758,-1.28125,.15341566882695,-.29647454536213,2.66397696682449,2,.333816601578325,152.639138637087,-1.33647399091831,-1.00265738933998,.664438854255332,.0179432654220493,1.5,.875,.875,1.125,1.625,1.75,1.875,1.75,-1.63492063492063,-.711267605633803,-.321428571428572,-.685897435897436,-.193333333333333,-1.30422535211268,-1.38405797101449,-2.07017543859649,-.500856170875908,-.616616695375563,3.82367499621151,4,.794401065533246,219.086900944795,-1.03816329286718,-.243762227333934,3.06999888772816,.822245317994051,7.75,7.25,6.75,7.5,8.25,9,7.5,8,.712041884816754,.825136612021858,.694300518134715,.734463276836158,1.12418300653595,.803921568627451,.184713375796178,.941520467836258,-.0625169588247736,-.0944098043846236,3.72639498129738,4,.113232421614312,213.51300227074,.752535088825665,.865767510439977,.509528252665784,.100654526908453
1,33,2,1,7,3,8,3,3,0,8,5,8,2,8,9,7,8,2,9,5,7,10,6,9,8,3,9,3,0,8,2,9,9,3,8,2,1,5,1,2,1,0,2,0,3,1,1,0,0,2,3,1,3,1,3,0,0,3,5,0,3,1,5,0,2,5,1,1,3,1,3,0,0,3,2,3,1,2,3,0,3,0,3,1,3,1,1,3,1,2,3,1,2,3,0,3,1,3,3,0,2,0,0,0,1,0,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,1,1,2,3,-1.15151515151515,-.423913043478261,-.467836257309942,-1.10554089709763,-1.27868852459016,-1.33137829912023,-1.16969696969697,-.34375,.328086310380032,-.201322376738379,2.12108228355161,2,.384930287759189,121.532647155591,-.909039892851043,-.524109605091854,14.8298305544023,.637347957649445,1.125,2.125,2.25,2.375,1,2.75,1.875,1,-2.23015873015873,1.04929577464789,1.64285714285714,.916666666666667,-1.02666666666667,.104225352112676,-1.38405797101449,-3.3859649122807,-.896840121136174,-1.68819588373107,3.62982751022477,4,1.91162955216906,207.979930555613,-.539225417979527,1.37240413418953,21.7330567656423,.672584180703595,5,4,3,7,7.75,8.5,6.25,5.75,-.727748691099476,-.950819672131148,-1.24870466321244,.451977401129943,.797385620915033,.477124183006536,-.611464968152866,-.374269005847953,-.781402349529143,.266111220813255,5.0404404387545,5,.825472479064193,288.804481609362,-.273314974424046,.552157504640148,3.97705252188222,.685336499775364
1,63,2,1,7,9,9,6,9,0,6,6,6,9,6,7,2,6,8,6,7,9,8,5,9,7,7,6,6,7,6,6,11,7,8,10,2,1,1,0,0,0,2,0,2,0,2,0,0,2,2,2,2,0,0,2,2,2,0,5,5,2,3,3,1,2,2,2,2,1,0,0,1,1,0,1,5,1,2,1,2,2,2,1,0,3,0,0,3,2,2,2,2,2,1,5,2,3,0,2,0,0,1,4,0,0,0,0,0,0,1,0,0,1,0,0,0,2,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,4,6,5,0,1,0,0,-1.15151515151515,.300724637681159,.701754385964912,.213720316622691,-1.55191256830601,-1.33137829912023,-1.77575757575758,-1.28125,.124440394279435,-1.1744334929134,3.0359360771559,3,1.18100780734303,173.951454365132,-.734451781803776,.44655602553925,5.03543606390693,.350446275685568,2.5,1.375,1.25,1.25,1.375,1.875,1.125,1.75,-.0476190476190473,-.00704225352112661,.214285714285714,-.525641025641026,-.526666666666667,-1.12816901408451,-2.47101449275362,-2.07017543859649,.0446070464623097,-1.14447991005943,3.10254389522707,3,1.14534887834394,177.767913780319,-.820255278074597,.325093600269347,6.88366632462563,.762282185835075,6,7.25,8.5,7.75,7,7.25,5,6.5,-.204188481675393,.825136612021858,1.60103626943005,.875706214689265,.30718954248366,-.339869281045751,-1.40764331210191,.0643274853801171,-.0650756844726364,-1.10297816585486,3.20043165828676,3,1.10489622999725,183.376634885124,.215211881147737,1.32010811114499,5.87766690741697,.830802900737117
2,36,2,1,6,3,8,3,8,8,6,8,6,6,7,6,9,8,6,6,6,6,9,6,8,8,5,7,6,3,8,6,9,9,6,7,2,0,3,0,2,3,1,2,1,3,3,2,3,3,2,2,3,1,2,1,1,3,0,5,3,2,3,2,3,3,0,5,1,3,2,0,3,2,0,3,2,2,3,2,2,3,1,3,1,2,3,1,3,2,1,3,2,1,3,1,2,3,1,3,0,0,0,2,1,1,2,0,0,0,0,2,1,2,2,1,0,1,0,2,2,1,2,1,0,0,0,1,1,2,2,1,0,1,0,7,5,6,8,3,-1.15151515151515,-.786231884057971,-1.05263157894737,.741424802110818,-.185792349726776,.134897360703812,.648484848484848,-.34375,-.597549668766981,.396161020428601,5.29764676576415,6,.716944321932016,303.541753250851,-.249389244118474,.467555077813543,3.31333375214837,.71183409008876,1.875,1.125,.75,1.75,2.375,3.25,2.75,2.75,-1.03968253968254,-.359154929577465,-.5,.115384615384615,.806666666666667,.808450704225352,-.115942028985507,-.315789473684211,-.745370702397018,.226731091943906,5.00749610103205,5,.77909208187858,286.916854428066,-.075008373206636,.704083708671944,2.84570480586774,.853193867184425,5.25,5.75,4.5,8.5,7,8,8.25,6,-.596858638743455,.00546448087431682,-.471502590673575,1.29943502824859,.30718954248366,.150326797385621,.662420382165605,-.228070175438596,-.52285728014201,.0380616307360765,4.78487094467382,5,.524240806435163,274.160996352471,.14105060328777,.665291409722934,2.71573432799902,.404794269157081
1,49,2,1,3,2,5,2,6,3,2,7,5,3,7,5,3,3,3,6,5,3,3,2,6,5,5,3,2,5,3,3,7,5,3,6,2,2,2,1,2,3,1,1,1,1,1,1,2,3,2,1,2,0,2,1,1,1,0,2,3,1,1,1,2,1,1,1,1,2,1,0,3,1,0,3,1,1,3,1,1,1,0,3,1,1,1,2,5,2,0,3,1,1,2,1,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,4,0,0,0,0,0,4,4,9,0,0,0,0,-1.15151515151515,.300724637681159,.116959064327485,1.26912928759894,-1.55191256830601,-1.62463343108504,-1.77575757575758,-1.28125,-.0108419121450967,-1.26762254077608,3.1500527414,3,1.26766890509414,180.490050438326,-.712281967132024,.555386937962111,4.40404213214745,.582018764135234,1.5,1,.625,1.125,2.375,2,1.625,1.875,-1.63492063492063,-.535211267605634,-.678571428571429,-.685897435897436,.806666666666667,-.952112676056338,-1.7463768115942,-1.85087719298246,-.743180732279416,-.547735252638285,4.07715762762831,4,.923218017487795,233.61081425214,-.909662597620183,.0135554198676124,5.3032507382275,.642874757303268,3,3.25,3.25,5.5,5.5,4.5,4,3.75,-1.77486910994764,-1.36065573770492,-1.11917098445596,-.395480225988701,-.673202614379085,-2.13725490196078,-2.04458598726115,-1.54385964912281,-.341407619843027,-.573037449963017,3.67881511900268,4,.667031544941465,210.786796568672,-1.38113490135263,-.714103356411165,2.7351185211736,.650693677078513
2,61,2,1,8,6,9,6,8,6,2,10,9,2,10,7,3,9,8,3,8,11,11,9,3,10,8,8,9,2,7,6,3,11,8,9,1,0,3,0,1,1,1,2,1,3,1,1,1,0,1,3,2,0,3,0,1,2,0,5,2,1,2,1,2,2,0,2,2,1,3,0,5,1,0,3,2,2,3,0,1,2,0,2,0,1,1,1,1,3,0,3,1,1,1,1,0,1,0,1,0,0,0,0,4,1,2,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,7,3,6,0,-1.15151515151515,-1.14855072463768,-1.05263157894737,-1.10554089709763,.360655737704918,-.744868035190616,.0424242424242423,-1.28125,-.480884765447043,.314229266954585,5.29099326340773,6,.57444772595065,303.160524403435,-.76015955090741,-.18571182495676,3.39276652956496,.154315675477255,1.375,.5,.25,1.125,1.5,2.625,2.125,1.5,-1.83333333333333,-1.23943661971831,-1.21428571428571,-.685897435897436,-.36,-.0718309859154932,-1.02173913043478,-2.50877192982456,-.899143556005398,-.0681735767093321,4.63662054932901,5,.901724331970351,265.666623867332,-1.1169118936762,-.215187561705853,4.33496904509087,.750276887709892,7,6.5,5.25,4.25,7.5,9.25,9,8.5,.319371727748691,.415300546448087,-.0829015544041452,-1.10169491525424,.633986928104575,.967320261437909,1.14012738853503,1.23391812865497,.23793401579422,.818312050439372,.282960129057672,7,.852201389206949,16.2128993252844,.44067856390886,1.29287995311581,4.1015887483816,.708259410993181
1,35,2,1,9,10,10,10,9,9,8,7,3,8,9,9,8,7,6,8,7,10,9,8,10,8,9,8,9,9,9,10,11,10,9,10,3,2,3,1,1,1,0,2,1,1,2,1,2,3,2,1,2,0,3,0,1,2,0,3,3,1,3,0,1,3,0,3,0,1,1,0,2,2,0,3,2,0,2,0,0,3,0,2,2,1,0,1,1,1,0,2,0,0,1,3,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-.772727272727273,-1.14855072463768,-1.05263157894737,-1.10554089709763,-1.55191256830601,-1.62463343108504,-1.77575757575758,-1.28125,.24811263852392,-.29647454536213,2.44467419868853,2,.386596737496559,140.073644998865,-1.28912550606982,-.902528768573263,3.38884317737832,.230790919487053,1.625,.75,.25,.75,1.125,2.125,1.875,2.125,-1.43650793650794,-.887323943661972,-1.21428571428571,-1.16666666666667,-.86,-.776056338028169,-1.38405797101449,-1.41228070175439,-.207473475355054,-.066289555410265,4.40303921906476,5,.217806216927789,252.283004753034,-1.14214740898992,-.924341192062129,.502510796246861,.377620130645631,9.25,8,9.25,9.5,8.25,9.25,8.5,7,1.49738219895288,1.23497267759563,1.98963730569948,1.86440677966102,1.12418300653595,.967320261437909,.821656050955414,.356725146198831,-.12680538796731,-.60711710749355,3.34740468585723,3,.620218339481247,191.79781742935,1.23203542837964,1.85225376786088,2.06055725453967,.74673157036796
2,41,1,1,7,5,10,3,8,2,6,8,9,7,9,8,5,9,6,8,8,9,10,6,10,8,6,8,6,7,10,3,10,10,8,9,2,1,2,1,1,1,1,2,0,2,3,1,2,2,1,2,2,0,3,0,2,2,0,3,3,2,3,1,1,3,2,1,1,2,2,0,1,1,1,2,1,1,2,1,2,2,0,2,2,2,3,1,2,2,0,2,2,2,2,2,1,3,0,1,0,0,0,2,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,7,3,0,3,0,-1.15151515151515,-1.14855072463768,-1.05263157894737,.741424802110818,-.73224043715847,-1.62463343108504,-.866666666666667,-1.28125,-.379338775569434,-.397038229698902,3.90410461248525,4,.549124086607895,223.695314419018,-.889507898487445,-.340383811879551,1.8411281393985,.0987207100522944,1.625,.875,.625,1.5,1.5,1.875,2.5,2,-1.43650793650794,-.711267605633803,-.678571428571429,-.205128205128205,-.36,-1.12816901408451,-.478260869565218,-1.63157894736842,-.448321990874622,-.277117366996086,4.15865879913282,4,.527054686529423,238.280625129367,-.82868550085744,-.301630814328017,1.87138479322969,.593756331883443,5,6.5,7,8.25,8.25,9.75,7.25,7.5,-.727748691099476,.415300546448087,.823834196891192,1.15819209039548,1.12418300653595,1.29411764705882,.0254777070063694,.649122807017544,-.709332757566845,-.133958884912383,4.52564264834896,5,.721871140719972,259.307870986093,.595309913781746,1.31718105450172,3.24759070468236,.641827115779139
